Ticker,CMCSA,SIRI,CZR,F,NKE,GM,LOW,FOXA,MAT,MIK,DIS,MGM,HOME,CCL,DISCA,EBAY,ETSY,GES,WYNN,HBI,CHS,SBUX,LVS,HD,HRB,IPG,NYT,JCP,SEE,M,TSLA,TPR,LKQ,LULU,UAA,GTN,KAR,DKS,GPK,TJX,KSS,DRI,VFC,BLL,ODP,GME,LB,TIF,DLPH,NCLH,WEN,GPS,AEO,SFIX,IP,DAN,BBY,SBH,YUM,GIII,CARS,GT,ARMK,APTV,CTB,SKX,FL,BBBY,MAR,SHOO,ANF,MTOR,EVC,TSCO,URBN,ETM,BLMN,GNTX,RCL,W,YUMC,ALV,BYD,WGO,FBHS,EXPE,TVPT,OUT,CROX,QRTEA,TRIP,RH,VIAB,QSR,ETH,BGFV,EYE,CBS,WRK,MCD,AXL,SIG,CRI,TILE,CAKE,NWSA,ULTA,PRTY,JACK,CPRT,EAT,DXLG,OMC,REVG,MHK,SPWH,CTAS,HAS,AN,VC,DPZ,FIVE,SIX,PENN,APRN,THO,TGNA,THRM,HLT,PIR,ROST,CSL,WSM,BWA,CAL,OI,CWH,DECK,MATW,PLNT,MELI,SGMS,JWN,SBGI,PLAY,TSE,LYV,ELY,H,EXPR,VSTO,DDS,KMX,PLCE,FND,SCHL,SEAS,BOOT,RL,ALSN,GPC,AMC,GCI,ORLY,HOG,TUP,ADNT,AAP,TXRH,LZB,CVGI,MUSA,CNK,MTN,LEE,BJRI,EVRI,PII,TLRD,SCI,BERY,CCK,CPS,HIBB,CMG,DNKN,FRAN,QUOT,PKG,DENN,RRR,MDCA,CETV,PZZA,POOL,COLM,LOCO,RUSHA,WMS,MCFT,ERI,FOSL,OSTK,FOXF,LEG,BC,MBUU,ZUMZ,SSP,DLTH,GDEN,PVH,ASNA,VRA,BFAM,TEN,SUP,LL,LEA,TAST,MOD,WBC,SAH,HZO,SLGN,GPI,AMCX,TPX,HVT,DIN,SON,NLS,NEWM,TCS,GEF,MPAA,CONN,CHH,MDP,WWE,BKNG,VSI,LCII,RRGB,JILL,WWW,SCVL,FUN,DORM,AIN,AZO,LAD,SNBR,FLWS,MSG,CBRL,ENT,LE,PAG,BBGI,FNKO,NCMI,GAIA,MSGN,BKE,TA,INWK,MNRO,MCHX,SHAK,GOLF,CVNA,FWONA,PATK,INUV,NXST,WING,KIRK,ZAGG,FGP,ICON,RGS,CCO,ATR,ABG,CATO,CHUY,CTRN,HI,CHDN,RICK,FRGI,SKY,MOV,CRWS,LQDT,TSQ,PBPB,TACO,NDLS,UNF,CLUB,RUTH,HABT,CSS,SRI,BNED,MED,MCRI,AGS,JAKK,CMPR,PRTS,RLH,OXM,CMT,RDI,LCUT,JAX,DLB,NATH,MCS,SMP,RCKY,SYX,GCO,SQBG,BLBD,SMRT,WKHS,EDUC,FLXS,VALU,MYE,NC,EVI,CNET,HOFT,SALM,GHC,CSV,LIND,WEYS,STKS,VOXX,SORL,UFAB,CNTY,STON,TLYS,DXYN,CYRX,KNDI,CLAR,PLOW,CVCO,ARKR,SRAX,SSI,NYNY,JOUT,MLR,SGC,BH,UFPT,BSET,CIDM,CULP,DLA,FLL,NTN,NVFY,RAVE,STRT,TLF,TWMC,UFI,YOGA,MKGI,ADOM,AHC,BDL,BTN,BURG,CAAS,CPHC,CTIB,CXDC,DGSE,DJCO,DVD,EMMS,ESCA,EVK,FAT,FORD,FUV,GNUS,GTIM,HHS,INSE,ISIG,LUB,MNI,NAKD,PRPL,RMBL,SAUC,SGA,SHSP,SYPR,TKAT,UONE,VNCE,WINA,XELB
Revenue,6.323474878,0.030446304,0.216274107,10.99209783,2.202412162,10.04966447,4.487541792,0.34123216,-0.058618719,0.001459723,3.836157159,0.45541744,-0.311391558,0.960207128,0.369599482,0.383286715,-0.335988508,-0.211167965,0.09760367,0.103723565,-0.216938942,1.374263653,0.59483602,6.777139276,-0.154704441,0.310127392,-0.254765277,0.534129951,-0.043166329,1.389830221,1.143195362,0.038198242,0.463472199,-0.190925966,-0.010509514,-0.301916588,-0.111467749,0.230420323,0.04833956,2.164659795,1.045521849,0.194225606,0.485125402,0.446333089,0.402363739,0.227344454,0.517038639,-0.083086243,-0.034280266,0.050617881,-0.266041287,0.745608337,-0.10962749,-0.291819736,1.274020629,0.198686367,2.61047609,-0.099910547,0.024581928,-0.179738107,-0.331844468,0.718659381,0.74097262,0.644904343,-0.179658394,-0.049593797,0.173084859,0.496990105,1.093320787,-0.261530245,-0.131105737,-0.082504713,-0.357680857,0.182236582,-0.122359808,-0.275078619,-0.086163176,-0.248732703,0.294486289,0.101966138,0.217976146,0.236641844,-0.192518152,-0.235771298,0.010192604,0.417114747,-0.197884257,-0.264892411,-0.301627738,0.619019162,-0.264268329,-0.205748388,0.539094232,0.001107969,-0.324422371,-0.308763822,-0.269810311,0.650506889,0.7761103,1.112270158,0.136803054,0.06465077,-0.133263143,-0.295148074,-0.218490422,0.261165394,0.0385178,-0.206646143,-0.317124451,-0.250744563,-0.156444138,-0.345613328,0.705553678,-0.209923632,0.329221011,-0.321380897,0.080510373,-0.05402066,1.139758093,-0.16718117,-0.135348283,-0.288153047,-0.274997773,-0.124352329,-0.331456332,0.211870718,-0.222264694,-0.305169824,0.252797034,-0.25125326,0.623609846,-0.061122844,-0.003476262,0.367939994,-0.181252496,0.108903793,-0.038959668,-0.243819816,-0.265149135,-0.338172437,-0.276703641,-0.140288948,0.718872136,-0.162140226,-0.297969346,-0.050960251,0.386251101,-0.290661711,-0.062931261,-0.225724089,-0.215089109,0.076683904,0.835334815,-0.246164659,-0.25754187,-0.263318024,-0.281480911,-0.330722398,0.059636846,-0.18640003,0.949858233,0.008469289,-0.171944185,0.297505919,0.026629694,-0.232021776,0.857942932,0.30063526,-0.204523274,-0.266470556,-0.315135406,0.639791133,-0.150321406,-0.236145463,-0.340225026,-0.305629162,-0.345504184,0.052278363,-0.144462774,-0.152559659,0.179254751,0.412008629,-0.121418084,-0.310136942,-0.033784901,-0.285074555,-0.345350788,-0.351358987,0.118662151,-0.334110166,-0.259585594,-0.274111577,-0.328881572,-0.267224488,-0.166181434,-0.180065182,-0.347893209,0.011688271,-0.284454941,-0.355205099,-0.23299286,-0.198563371,-0.249617175,-0.334887005,-0.076015688,-0.012919672,-0.343554853,-0.313031685,-0.293101939,-0.34536717,-0.318393605,0.253421115,0.015958262,-0.346558527,-0.24383095,0.455410632,-0.272294367,-0.301880845,1.121014385,-0.295166939,-0.229653105,-0.107113365,0.326951341,-0.295304236,-0.063294717,0.443947255,-0.168037224,-0.187116305,-0.320809154,-0.323419089,0.003514794,-0.350664342,-0.270578357,-0.318008235,-0.104078062,-0.348480413,-0.271287043,-0.304953877,-0.218228166,-0.312836022,0.651428827,-0.299787053,-0.203221356,-0.283872773,-0.329290132,-0.220001123,-0.306524718,-0.28316593,-0.309747884,-0.309125647,0.416978371,0.459552261,-0.270184689,-0.297109107,-0.268233017,-0.163887369,-0.332910583,-0.279042244,1.237079284,-0.360540312,-0.330146258,-0.347498052,-0.375692121,-0.329396084,-0.314026031,0.063121559,-0.299262896,-0.298818664,-0.372755536,-0.346227906,-0.262940668,-0.240122987,0.191381782,-0.218308942,-0.373600907,-0.182592001,-0.367938055,-0.333830889,-0.340630962,-0.231777675,-0.365490807,-0.291183316,-0.185782686,-0.182729228,0.108719405,-0.31852218,-0.350561723,-0.325240981,-0.2532689,-0.307244822,-0.367046825,-0.32996726,-0.303293113,-0.338523128,-0.373817963,-0.36287924,-0.348264041,-0.348828622,-0.345366532,-0.346427753,-0.258489268,-0.347377917,-0.346722632,-0.350281809,-0.353136341,-0.317372027,-0.222524609,-0.343271109,-0.36175866,-0.358568471,-0.338533269,-0.194942778,-0.358272883,-0.369167211,-0.301769149,-0.359689973,-0.356860332,-0.328836468,-0.36162044,-0.295690528,-0.371411634,-0.32865364,-0.301354986,-0.360880762,-0.315194764,-0.227919365,-0.366748401,-0.306111832,-0.284297857,-0.378747269,-0.370859634,-0.344109576,-0.376257695,-0.338609507,-0.369200827,-0.36816315,-0.374748695,-0.334787223,-0.360165267,-0.187608053,-0.359795854,-0.356835582,-0.357641143,-0.372730714,-0.342839287,-0.345608086,-0.36639709,-0.366820596,-0.356382272,-0.337888693,-0.350077138,-0.377409518,-0.370827421,-0.363756712,-0.341635449,-0.317014883,-0.367455173,-0.378100676,-0.261702009,-0.364983315,-0.340202828,-0.328328409,-0.354238837,-0.321365082,-0.365294647,-0.34640201,-0.374001429,-0.355843364,-0.350756749,-0.367179584,-0.377146514,-0.372514825,-0.377729108,-0.347654427,-0.37290821,-0.347394795,-0.330654104,-0.374575114,-0.378770841,-0.378446021,-0.364455541,-0.370752377,-0.374213758,-0.375921137,-0.343614708,-0.374607172,-0.374858966,-0.288392377,-0.374967808,-0.375914805,-0.375467097,-0.368270946,-0.366335373,-0.346993965,-0.37880009,-0.376354746,-0.378794655,-0.378730938,-0.37176346,-0.358616057,-0.368774891,-0.376444352,-0.352902311,-0.321554292,-0.378598574,-0.358533579,-0.367709895,-0.367941089,-0.369948731,-0.377478658,-0.37256278,-0.378198911,-0.347661306,-0.359470339,-0.373659028,-0.376286204
Cost of Revenue,-0.316695594,-0.108047573,0.061176323,12.85432336,1.530728433,11.69946869,3.857428897,0.271215628,-0.071216494,-0.024486906,2.641026569,0.308620971,-0.258530794,0.685510024,0.038943247,-0.101414344,-0.299454838,-0.17797331,0.052615233,0.058142864,-0.188575053,0.400068054,0.313603078,5.697803413,-0.159461743,0.436716478,-0.257588148,0.425129973,-0.024719269,1.055338267,1.257627357,-0.133091959,0.343230641,-0.203687308,-0.058871986,-0.26279367,-0.123041885,0.234740007,0.142155332,1.988148399,0.7837513,0.255824194,0.201985806,0.526444113,0.448266833,0.231196091,0.376777551,-0.175786696,0.041293084,-0.011481009,-0.25912458,0.568018158,-0.097524098,-0.254290874,1.089139773,0.314687619,2.600265929,-0.13700968,-0.042849168,-0.158334725,-0.308347617,0.764319953,0.947714362,0.741273471,-0.102971654,-0.098118878,0.164659543,0.397861557,1.227328284,-0.222921631,-0.189366225,0.004418714,-0.301300726,0.154041713,-0.096126578,-0.217344653,-0.00398792,-0.213339174,0.158894037,0.152589604,0.264798765,0.312961392,-0.192752611,-0.161516585,0.001951384,-0.13910212,-0.169344797,-0.238979244,-0.268971212,0.51559871,-0.308923056,-0.172893955,0.305017134,-0.114248071,-0.284989059,-0.254629883,-0.252204219,0.506741631,0.851272971,0.608706495,0.237323744,0.050511677,-0.139121461,-0.248440412,-0.1994764,0.126429498,0.025630243,-0.185776035,-0.271528919,-0.222401232,-0.082850629,-0.293412412,-0.316695594,-0.126602793,0.329108751,-0.268269876,0.00578424,-0.149434354,1.311515725,-0.084152078,-0.124172699,-0.24305576,-0.253744627,-0.13160397,-0.277516937,0.330796928,-0.220358319,-0.249485999,-0.196311621,-0.213630645,0.590941544,-0.018013195,-0.012965744,0.433462858,-0.170559663,0.188880944,-0.006780521,-0.228875214,-0.224398503,-0.291365252,-0.249576558,-0.203243641,0.577146372,-0.141051942,-0.298920702,0.053313406,0.403433021,-0.256642338,-0.002630798,-0.178327141,-0.155144188,0.062868025,1.02012234,-0.211954307,-0.225632168,-0.249399869,-0.243257936,-0.274214693,-0.097021956,-0.200017133,0.835744704,0.084005896,-0.153698586,0.089687261,0.013352886,-0.254135695,1.177077916,0.167835529,-0.139177947,-0.229823916,-0.24720503,0.931872392,-0.140266645,-0.190525327,-0.316695594,-0.292410297,-0.308160533,0.096996881,-0.145376185,-0.097089559,0.265160278,0.537651029,-0.038715533,-0.2574524,0.040659803,-0.304448062,-0.292753012,-0.298056866,0.168572926,-0.274843365,-0.249306598,-0.227112746,-0.279811734,-0.212588582,-0.124377316,-0.188721827,-0.288231473,0.092530473,-0.22379812,-0.294791405,-0.224788395,-0.208119463,-0.184048724,-0.279303446,-0.01114444,0.030194622,-0.282653682,-0.260884518,-0.262718024,-0.297677457,-0.27022015,0.046661558,-0.105743468,-0.298562171,-0.187461139,0.593504855,-0.195742237,-0.254181245,1.385146973,-0.229092213,-0.158840753,-0.076424728,0.452017986,-0.237240545,0.023046778,0.575905025,-0.186013097,-0.173698955,-0.283147961,-0.278027756,0.07644412,-0.297263072,-0.238497166,-0.284144292,-0.037887396,-0.287727975,-0.251592086,-0.26840951,-0.238247179,-0.261638725,-0.316695594,-0.248065251,-0.139964058,-0.220352626,-0.295541184,-0.197585956,-0.251362435,-0.25351362,-0.262430259,-0.259510496,0.157549568,0.591100791,-0.262141952,-0.256784142,-0.231353479,-0.232155949,-0.270386356,-0.243536663,1.433951287,-0.299003764,-0.278008053,-0.3047295,-0.316179986,-0.290388081,-0.268491664,0.198613156,-0.238386994,-0.254131989,-0.312375147,-0.302342969,-0.245172873,-0.157741933,-0.004438365,-0.149749142,-0.31399134,-0.215660091,-0.313797793,-0.278141904,-0.284850057,-0.199418196,-0.316695594,-0.242108866,-0.183779035,-0.152843155,0.204914064,-0.26671112,-0.286531275,-0.274577291,-0.214748806,-0.254587586,-0.314625117,-0.26753528,-0.236474769,-0.292304735,-0.312132301,-0.307649896,-0.288962001,-0.306656095,-0.296973591,-0.28635332,-0.221190614,-0.298828787,-0.28719881,-0.299306708,-0.292377761,-0.261603839,-0.167898111,-0.305750414,-0.306676973,-0.309561308,-0.279451215,-0.201029461,-0.297648717,-0.308182766,-0.273894302,-0.294792941,-0.295393867,-0.276135143,-0.297605245,-0.305103666,-0.311068819,-0.28058935,-0.246266993,-0.301723064,-0.263444666,-0.215818524,-0.316695594,-0.235085021,-0.227429613,-0.315253737,-0.313457853,-0.281361181,-0.316166248,-0.281679222,-0.307169083,-0.30643756,-0.311749368,-0.272788432,-0.298230753,-0.16418826,-0.299338883,-0.302800554,-0.300581585,-0.310849561,-0.282822237,-0.285466797,-0.304442548,-0.308569767,-0.302045895,-0.280406062,-0.28795148,-0.315847286,-0.308363489,-0.304207203,-0.283329983,-0.254284367,-0.312806071,-0.316410277,-0.205640475,-0.301525677,-0.289364456,-0.259904545,-0.296391825,-0.256915823,-0.303848582,-0.300465358,-0.314931138,-0.293279285,-0.288368396,-0.307823784,-0.315966241,-0.31012572,-0.316126301,-0.28192234,-0.313756671,-0.28967129,-0.263147863,-0.314546767,-0.31666592,-0.316254729,-0.306555775,-0.309430982,-0.311949827,-0.313364795,-0.277765568,-0.315361639,-0.312704294,-0.221326498,-0.312684908,-0.316160193,-0.314049587,-0.305872063,-0.304878624,-0.289477881,-0.316695594,-0.314171198,-0.316684068,-0.316556708,-0.308653457,-0.307634893,-0.313913749,-0.314827022,-0.294606672,-0.284825926,-0.316521934,-0.301043057,-0.303702626,-0.304949213,-0.308224702,-0.316171556,-0.309429446,-0.31646253,-0.305365402,-0.303067171,-0.316273491,-0.316451392
Gross Profit,16.41610673,0.288029733,0.420518348,2.262109285,2.501253934,2.171588607,3.648793958,0.320963317,-0.006632434,0.051843924,4.405908201,0.53286691,-0.270882842,1.055048815,0.847081543,1.156375289,-0.252110342,-0.178433064,0.140875882,0.145328224,-0.172068451,2.64877961,0.871350297,5.76070692,-0.073678142,-0.081118552,-0.141914436,0.501118952,-0.059170388,1.403314281,0.390761845,0.356480726,0.485150644,-0.077471153,0.089342159,-0.238860311,-0.037062794,0.115663836,-0.157680269,1.510397409,1.075597541,-0.016071208,0.76524093,0.083235822,0.126636147,0.114926916,0.553199342,0.137211655,-0.166360334,0.149142315,-0.179291859,0.749297954,-0.082481677,-0.230305487,1.047785904,-0.120302846,1.424217295,0.019182788,0.145590575,-0.138417787,-0.224328996,0.297225996,-0.006496919,0.158167812,-0.24673189,0.068640027,0.109807449,0.4617956,0.325569066,-0.216131118,0.043881824,-0.214543552,-0.302676857,0.153478451,-0.117024438,-0.260904133,-0.207204645,-0.202946508,0.424352103,-0.044179916,0.025663962,-0.022111824,-0.102880538,-0.272144463,0.021837648,1.314742189,-0.162164319,-0.193055962,-0.226030643,0.535839212,-0.054405209,-0.174851386,0.748943665,0.226899755,-0.251573063,-0.271965016,-0.179418871,0.63185136,0.27030008,1.585418502,-0.123243439,0.062687096,-0.059988262,-0.250086292,-0.15457688,0.404752516,0.046178853,-0.151844608,-0.259726124,-0.190209964,-0.228183654,-0.287995148,2.383311336,-0.276012583,0.177488928,-0.27674596,0.189969267,0.158162143,0.27655327,-0.252452407,-0.094496658,-0.243167749,-0.189357192,-0.052464772,-0.283788505,-0.118944858,-0.123075329,-0.273069864,1.016431383,-0.208671222,0.399631986,-0.117167394,0.016932702,0.069666577,-0.118239293,-0.097982679,-0.08382319,-0.160223705,-0.222275895,-0.273421318,-0.201787753,0.048143559,0.664623034,-0.128335449,-0.158190621,-0.231584822,0.174264549,-0.222803962,-0.15183451,-0.214098743,-0.232973278,0.068525414,0.087285161,-0.199246266,-0.200855975,-0.168698637,-0.226105398,-0.288427734,0.339333169,-0.073359637,0.734734399,-0.143296161,-0.128036606,0.567541998,0.040547971,-0.081242553,-0.163880315,0.422185806,-0.237875566,-0.214942657,-0.302433284,-0.228183654,-0.100352868,-0.216221107,-0.228900202,-0.190084368,-0.25881578,-0.059329818,-0.075703963,-0.190572046,-0.071765339,-0.024467842,-0.227199441,-0.269862669,-0.163881732,-0.115147419,-0.288631804,-0.293243753,-0.033803341,-0.295657696,-0.159558351,-0.239342852,-0.27285924,-0.250607627,-0.171112581,-0.079675181,-0.303844769,-0.151964003,-0.271675917,-0.30925121,-0.141189739,-0.087861191,-0.262565923,-0.288856245,-0.16783063,-0.0912512,-0.303940781,-0.27036629,-0.216990799,-0.279020669,-0.265461522,0.541755828,0.247324479,-0.28026245,-0.241424296,-0.025530707,-0.29629081,-0.255651631,0.085414695,-0.288056439,-0.262106765,-0.117557111,-0.069086033,-0.272428425,-0.203071163,-0.019668475,-0.054940185,-0.12673318,-0.246156348,-0.262711358,-0.140850508,-0.293064483,-0.208203561,-0.237207201,-0.18550962,-0.306298393,-0.184307342,-0.235439834,-0.077929957,-0.268399281,2.248114895,-0.26240915,-0.233082753,-0.276975008,-0.243049594,-0.16205573,-0.272776336,-0.210212908,-0.259134108,-0.263302665,0.732955694,-0.010473452,-0.160875772,-0.238630732,-0.216347057,0.045866902,-0.301397168,-0.219467628,0.279671007,-0.314321492,-0.279553519,-0.270521114,-0.318502742,-0.253414477,-0.257939802,-0.231415827,-0.28006954,-0.248099266,-0.318625148,-0.272026131,-0.176041086,-0.290412811,0.486947417,-0.251590423,-0.317568986,-0.033187056,-0.303803317,-0.288494871,-0.292332346,-0.187880695,-0.292010652,-0.252592882,-0.103644738,-0.156652832,-0.129868632,-0.272660484,-0.313842787,-0.274025203,-0.211514386,-0.268253668,-0.299955569,-0.299633343,-0.293884483,-0.272455883,-0.321754932,-0.303217147,-0.3033392,-0.27006851,-0.280398673,-0.303865495,-0.211928018,-0.281786598,-0.302944877,-0.288103383,-0.308814549,-0.279797978,-0.226548082,-0.257961768,-0.302325049,-0.288703016,-0.297674483,-0.092714056,-0.311313699,-0.317879194,-0.216734471,-0.320450796,-0.312204912,-0.279952802,-0.319760643,-0.140379659,-0.317828708,-0.27076575,-0.269850269,-0.309841985,-0.270751401,-0.14609805,-0.29515195,-0.303649202,-0.264165712,-0.327949556,-0.311767312,-0.307859742,-0.319942393,-0.293497954,-0.31995001,-0.318791841,-0.324830332,-0.301376619,-0.314899806,-0.146602734,-0.311805097,-0.297625768,-0.303987193,-0.321553342,-0.301823023,-0.303555689,-0.318290747,-0.311259139,-0.297972617,-0.294192891,-0.309848717,-0.323444663,-0.32167195,-0.312156728,-0.297820804,-0.293252255,-0.304540946,-0.324067604,-0.250431723,-0.320476482,-0.282414574,-0.310496179,-0.303700751,-0.298960727,-0.316701185,-0.27614119,-0.316727403,-0.313809307,-0.310729124,-0.313617991,-0.322554561,-0.322432827,-0.323696078,-0.315614406,-0.31629868,-0.299777716,-0.309948449,-0.318913767,-0.325240516,-0.325235106,-0.309299039,-0.319392183,-0.323101228,-0.324592647,-0.313671134,-0.317396672,-0.32323409,-0.286355538,-0.32354396,-0.319097769,-0.322116306,-0.320169491,-0.317281864,-0.299155585,-0.325255413,-0.32409517,-0.32526443,-0.325354904,-0.323441699,-0.292597708,-0.305666343,-0.323033559,-0.303861243,-0.244728743,-0.325092433,-0.305311877,-0.323020221,-0.321154367,-0.319749128,-0.322981787,-0.323917331,-0.324210565,-0.269682513,-0.303684454,-0.313241081,-0.319454715
R&D Expenses,-0.158624526,0.791809145,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,9.75305523,0.59149294,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,11.10574883,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.411933413,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.667746246,-0.158624526,-0.158624526,-0.158624526,3.023911713,-0.158624526,-0.158624526,-0.158624526,12.31389389,-0.158624526,-0.158624526,-0.158624526,-0.158624526,1.962552075,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.021775759,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.108487625,-0.158624526,-0.158624526,-0.158624526,1.740137067,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.457673694,-0.158624526,-0.158624526,-0.158624526,0.266382131,-0.158624526,-0.158624526,-0.158624526,0.381311336,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.969633165,1.401790116,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.155710706,-0.158624526,-0.158624526,0.070177152,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.851826873,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.000523592,1.844398682,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.202924241,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.860728101,0.040742934,-0.158624526,0.989124849,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,1.414902844,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,1.263720802,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.028847085,-0.158624526,-0.158624526,-0.158624526,-0.114720027,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.154399433,-0.158624526,-0.158624526,0.06332768,0.144186932,-0.158624526,-0.158624526,0.09391119,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.039661229,-0.158624526,0.238529154,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.31024035,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.235328106,-0.158624526,-0.158624526,-0.158624526,0.086236387,-0.158624526,1.736997726,-0.126320935,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,1.667855082,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.101609667,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.151427952,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.045316962,-0.03238449,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.144428509,-0.080839993,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.000955541,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.154718946,-0.153333155,-0.158624526,-0.158624526,-0.158624526,-0.158624526,0.100166733,-0.158624526,-0.158624526,0.30862497,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.129199225,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.142465017,-0.158624526,-0.158624526,-0.158624526,-0.125472225,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526,-0.158624526
